RULE_NAME,RULE_STATUS,SOURCE_ZONE,SOURCE_IP,SOURCE_GROUP_ADDRESS,DESTINATION_ZONE,DESTINATION_IP,DESTINATION_GROUP_ADDRESS,URL_CATEGORY,SERVICE,ACTION	
DR-Servers-to-SMTP-Server,false;,null,[ DOCKER_DR-172.16.133.28 NEW-DB-BANCS-V6-HW-CON-DR_192.168.66.6 NEW-DB-BANCS-V6-HW-CON-IP1_192.168.166.4 NEW-DB-BANCS-V6-HW-CON-IP2_192.168.166.5 NEW-DB-ORACLE-STORAGE1-19C_192.168.166.9 NEW-DB-ORACLE-STORAGE2-19C_192.168.166.10 NEW-DB-SAN-V6-HW-CON-DR1_192.168.66.11 NEW-DB-SAN-V6-HW-CON-DR2_192.168.66.12 NEW-DB-STORAGE-V6-HW-CON-DR_192.168.66.13 NEW-SAN-SW1-ORACLE-19C_192.168.166.7 NEW-SAN-SW2-ORACLE-19C_192.168.166.8 ];,null,null,[ NG-ADSVRNEW01_172.16.82.150 NG-ADSVRNEW02_172.16.82.151 NG-SMTP-NEW_172.16.17.3 VTR-ADSVRNEW-DR01_172.16.92.150 ];,null,null,[ PING SMTP TCP-UDP_53 icmp ];,allow;
DR-to-PROD-DB-BANCS,false;,null,[ APPS-DR-Bancs-V6_172.16.96.2 COMMS-REPS-DR_BancsV6_172.16.97.2 NEW_DB_BANCS_V6_DR-172.16.98.13 NEW_DB_BANCS_V6_IP1-172.16.88.8 NEW_DB_BANCS_V6_IP2-172.16.88.9 NG-NEW-BANCS-V6-Reports-SVR_192.168.167.135 Temporary_NFS-172.16.86.20 VTR-New-V6-Reports-Server_172.16.97.3 ];,null,null,[ APPS-DR-Bancs-V6_172.16.96.2 COMMS-REPS-DR_BancsV6_172.16.97.2 NEW_DB_BANCS_V6_DR-172.16.98.13 NEW_DB_BANCS_V6_IP1-172.16.88.8 NEW_DB_BANCS_V6_IP2-172.16.88.9 NG-NEW-BANCS-V6-Reports-SVR_192.168.167.135 Temporary_NFS-172.16.86.20 VTR-New-V6-Reports-Server_172.16.97.3 ];,null,null,[ PING RPC-port-mapper_UDP_111 SSH TCP_111 TCP_2049 UDP_2049 ];,allow;
DR_API-GATEWAY_to_PROD_API-Gateway-Rule-1,false;,null,[ APP_DR_API_172.16.15.4 ];,null,null,null,[ Group-APP-PROD-APIGateway ];,null,[ ssh ];,allow;
DR_INTEGRATION_BOX_Rule-1,false;,null,[ Prod_AIX_172.16.7.34 ];,null,null,[ INTEGRATION-BOX_DR_TRADE_172.16.106.7 ];,null,null,[ TCP_32803 TCP_662 TCP_892 microsoft-ds microsoft-ds-udp nbdatagram tcp_138 ];,allow;
Database_Team_Management_Access-Rule-1,false;,null,null,[ NG-DB-Team-New VTR-DRSEAT-PDS-USER-DB ];,null,null,[ Group-INTEGRATION-BOX_PROD_TRADE ];,null,[ MySQL ];,allow;
Database_Team_Management_Access-Rule-2,false;,null,null,[ NG-DB-Team-New VTR-DRSEAT-PDS-USER-DB ];,null,null,[ Group-NMP-FXBLOTTER_PROD ];,null,[ PostgreSQL ];,allow;
Default-Allow_PING_and_Block_Access_to_CP_Cluster_Rule-2,false;,null,[ MKT-PC-RDuldulao_172.16.10.19 NG-CP2076_CLUSTER ];,null,null,null,null,null,null,allow;
Default-Allow_PING_and_Block_Access_to_CP_Cluster_Rule-3,true;,null,null,null,null,null,null,null,[ icmp-requests ];,allow;
Default-Allow_PING_and_Block_Access_to_CP_Cluster_Rule-4,false;,null,null,null,null,[ NG-CP2076_CLUSTER ];,null,null,null,deny;
Deny_All,false;,null,null,null,null,null,null,null,null,deny;
Deny_All_V6_SSH,false;,null,null,null,null,[ COMMS-REP_PROD2_BANCs-V6_172.16.87.5 COMMS-REP_VIP1_BANCs-V6_172.16.87.6 NEW_DB_BANCS_V6_IP1-172.16.88.8 NEW_DB_BANCS_V6_IP2-172.16.88.9 NG-APPS-SERVER1_172.16.86.2 NG-APPS-SERVER2_172.16.86.3 NG-INTEGRATION-BOX01_PROD_BANCS_172.16.7.211 NG-INTEGRATION-BOX02_PROD_BANCS_172.16.7.212 NG-INTEGRATION-VIP_PROD_BANCS_172.16.7.210 NG-New-V6-Reports-Server_172.16.87.11 NG-New-V6-Reports-Server_172.16.87.12 ];,null,null,[ SSH ];,deny;
EC2_Integration-server-Rule-1,false;,null,[ eCS-v2Prod-FI-Reports_Server_172.16.7.27 ];,[ Group-INTEGRATION-BOX_PROD_BANCS ];,null,[ eCS-v2Prod-FI-Reports_Server_172.16.7.27 ];,[ Group-INTEGRATION-BOX_PROD_BANCS ];,null,[ RPC-port-mapper_TCP_111 TCP_137 TCP_138 UDP_139 microsoft-ds nbdatagram nbname nbsession nfsd nfsd-tcp ];,allow;
ECS_Intra-System_ON-Site_Rule-1,false;,null,[ Prod_FI-Web_WarmBkup_172.16.7.26 Prod_FIReport_WarmBkup_172.16.7.27 Prod_Web_172.16.7.2 ];,null,null,[ Prod_AIX_172.16.7.34 ];,null,null,[ H323 H323_any HTTP_and_HTTPS_proxy T-120 ldap tcp_1500 tcp_60008 tcp_60008_60015 tcp_60020 tcp_60021 tcp_60022 tcp_60023 tcp_6005 tcp_ecs_60055-60060 ];,allow;
ECS_Intra-System_ON-Site_Rule-2,false;,null,[ Prod_AIX_172.16.7.34 ];,null,null,[ Prod_FIReport_WarmBkup_172.16.7.27 ];,null,null,[ H323 H323_any HTTP_and_HTTPS_proxy T-120 ldap tcp_1500 tcp_60008 tcp_60008_60015 tcp_60020 tcp_60021 tcp_60022 tcp_60023 tcp_6005 tcp_ecs_60055-60060 ];,allow;
ECS_Intra-System_ON-Site_Rule-3,false;,null,[ DR_Report_2_172.16.7.113 DR_Web2.1_172.16.7.112 DR_Web2_172.16.7.111 ];,null,null,[ Prod_AIX_172.16.7.34 ];,null,null,null,allow;
ECS_Intra-System_ON-Site_Rule-4,false;,null,[ DR_AIX_172.16.7.94 DR_Web_172.16.7.98 NG-PC-DCCTerminal_172.16.0.5 Prod_AIX_172.16.7.34 Prod_DB_172.16.7.38 Prod_FI-Web_WarmBkup_172.16.7.26 Prod_FIReport_WarmBkup_172.16.7.27 Prod_Web_172.16.7.2 TATA_NG_172.16.0.193 ];,null,null,[ DR_AIX_172.16.7.94 DR_Web_172.16.7.98 Prod_AIX_172.16.7.34 Prod_DB_172.16.7.38 Prod_FI-Web_WarmBkup_172.16.7.26 Prod_FIReport_WarmBkup_172.16.7.27 Prod_Web_172.16.7.2 ];,null,null,null,allow;
ECS_Intra-System_ON-Site_Rule-5,true;,null,[ DR_Report_2_172.16.7.113 FI-PDTC_Website-Real-IP_172.16.7.2 ];,null,null,[ DR_Report_2_172.16.7.113 FI-PDTC_Website-Real-IP_172.16.7.2 ];,null,null,null,allow;
ECS_Intra-System_ON-Site_Rule-6,false;,null,[ DR_Web_172.16.7.18 Prod_Web_172.16.7.19 ];,null,null,[ Prod_AIX_172.16.7.34 ];,null,null,[ tcp_60022 tcp_60058 ];,allow;
ECS_Intra-System_ON-Site_Rule-7,false;,null,[ Prod_FI-Web_WarmBkup_172.16.7.26 ];,null,null,[ DR_Report_2_172.16.7.113 ];,null,null,[ nbdatagram nbname nbsession ];,allow;
ESG-NEW-IP-to-PDS-SERVERS,false;,null,[ NG-PC-CARANA_192.168.20.23 NG-PC-PBABAW_192.168.20.22 NG-PC-RTAPALGO_192.168.20.20 NG-PC-RTAPALGO_192.168.20.21 NG-RTapalgo_172.31.11.110 ];,null,null,[ DR-DSS-Proxy_Server_172.16.14.115 DR_Docker-172.16.133.28 HTTP_DR_NEWPDSCLEAR_172.16.108.20 MarketPage_BackUP_172.16.2.71 NG-BSP-TOOLS_SEC_PROD_172.16.123.12 NG-DAP-Bloomberg_PROD_172.16.186.10 NG-NMP-ESXI_172.16.2.121 SCCP-ISO-DB-DR_172.16.133.17 Temporary_NFS-172.16.86.20 VTR-APP_DR_PDSClear_172.16.107.10 VTR-DNS-172.16.92.30 VTR_DAPBloomberg_DR_172.16.216.10 ];,null,null,[ HTTPS PING ssh ];,allow;
Email_Access_Server_Farm-Rule-1,false;,null,null,[ Group-INTEGRATION-BOX_PROD_BANCS ];,null,[ NG-SMTP-NEW-172.16.17.3 NG_Domino-Server_172.16.82.60 VTR-Domino-Server_172.16.92.60 ];,null,null,[ smtp ];,allow;
Email_Access_Server_Farm-Rule-2,false;,null,[ COMMS-REP-PROD1_BancsV6_172.16.87.4 COMMS-REP-PROD2_BancsV6_172.16.87.5 NG-New-V6-Reports-Server_172.16.87.11 ];,null,null,[ NG-SMTP-NEW-172.16.17.3 NG_Domino-Server_172.16.82.60 VTR-Domino-Server_172.16.92.60 ];,null,null,[ icmp-requests smtp ];,allow;
Email_Access_Server_Farm-Rule-3,false;,null,null,[ Group-INTEGRATION-BOX_PROD_TRADE ];,null,[ NG-SMTP-NEW-172.16.17.3 NG_Domino-Server_172.16.82.60 VTR-Domino-Server_172.16.92.60 ];,null,null,[ smtp ];,allow;
Enterprise_Monitoring_System_Rule-1,false;,null,[ NG-SAP-Test_server_192.168.168.91 Solarwinds_192.168.167.50 ];,null,null,null,null,null,[ Netflow PING snmp snmp-read snmp-trap ];,allow;
Enterprise_Monitoring_System_Rule-2,false;,null,[ Solarwinds_192.168.167.50 ];,null,null,[ FI-PDTC_Website-Real-IP_172.16.7.2 FTP-PDSSettle_172.16.9.8 Prod_FI-Web_WarmBkup_172.16.7.26 Prod_FIReport_WarmBkup_172.16.7.27 SLT_PROD2_DB_172.32.1.25 SLT_PROD_DB_172.32.1.24 ];,null,null,[ TCP_135 ];,allow;
Enterprise_Monitoring_System_Rule-3,false;,null,null,null,null,[ NG-SAP-Test_server_192.168.168.91 Solarwinds_192.168.167.50 ];,null,null,[ Netflow snmp snmp-read snmp-trap ];,allow;
Enterprise_Monitoring_Systems-Rule-1,false;,null,[ ServerMgmt_Network_192.168.167.0 ];,[ ServerMgmt ];,null,[ NG-New-V6-Reports-Server_172.16.87.11 NG-New-V6-Reports-Server_172.16.87.12 ];,[ Group-APP-PROD-APIGateway Group-COMMS-REP_BANCSV6 Group-INTEGRATION-BOX_PROD_BANCS Group-INTEGRATION-BOX_PROD_TRADE Group-NMP-FXBLOTTER_PROD Group-WEB-PROD-APIGateway Group-WEB-PROD-NEWPDSClear Group_WEB_PDSWebsite ];,null,[ icmp-requests snmp ssh ];,allow;
Enterprise_Monitoring_Systems-Rule-2,false;,null,[ NG-NEW-BANCS-V6-Reports-SVR_192.168.167.133 NG-NEW-BANCS-V6-Reports-SVR_192.168.167.134 NG-NEW-BANCS-V6-Reports-SVR_192.168.167.135 ];,null,null,[ NG-New-V6-Reports-Server_172.16.87.11 NG-New-V6-Reports-Server_172.16.87.12 ];,null,null,[ TCP-21064 TCP-2224 TCP-3121 TCP-5403 TCP-9929 UDP-5405 ];,allow;
Enterprise_Monitoring_Systems-Rule-3,false;,null,[ NG-New-V6-Reports-Server_172.16.87.11 NG-New-V6-Reports-Server_172.16.87.12 ];,null,null,[ NG-NEW-BANCS-V6-Reports-SVR_192.168.167.133 NG-NEW-BANCS-V6-Reports-SVR_192.168.167.134 NG-NEW-BANCS-V6-Reports-SVR_192.168.167.135 ];,null,null,[ TCP-21064 TCP-2224 TCP-3121 TCP-5403 TCP-9929 icmp-requests ssh ];,allow;
Enterprise_Monitoring_Systems-Rule-5,false;,null,[ NG-SOLARWINDS-SERVER_192.168.167.50 ];,null,null,[ NG-New-V6-Reports-Server_172.16.87.11 ];,null,null,null,allow;
Enterprise_Monitoring_Systems-Rule-6,false;,null,[ NG-SOLARWINDS-SERVER_192.168.167.50 ];,null,null,[ NG-New-V6-Reports-Server_172.16.87.11 NG-New-V6-Reports-Server_172.16.87.12 ];,null,null,null,allow;
Enterprise_Monitoring_Systems-Rule-7,false;,null,[ NG-New-V6-Reports-Server_172.16.87.11 NG-New-V6-Reports-Server_172.16.87.12 ];,null,null,[ NG-SOLARWINDS-SERVER_192.168.167.50 ];,null,null,[ TCP_1008 TCP_1009 TCP_135 UDP_1008 UDP_1009 smb ];,allow;
Enterprise_Monitoring_Systems-Rule4,false;,null,[ NG-New-V6-Reports-Server_172.16.87.11 ];,null,null,[ NG-SOLARWINDS-SERVER_192.168.167.50 ];,null,null,null,allow;
Equipment_to_Gurucul_Server,false;,null,[ Interface-IP-Versa-Inside MKT-PC-JTrijo_172.16.10.4 MKT-PC-RSia_172.16.10.19 NG-ADSVRNEW01_172.16.82.150 NG-ADSVRNEW02_172.16.82.151 Net-MKT_192.169.2.0 Net_192.169.1.0 Net_192.169.1.128 VERSA_SYSLOG_MGMT-192.168.167.45 ];,null,null,[ NG_Gurucul_Server_172.16.82.202 ];,null,null,[ Gurucul-Connection-UDP-514 HTTPS SSH TCP_5514 ];,allow;
External_Access_Web_Server-Rule-1,false;,null,null,[ Group_Incapsula_IP ];,null,[ NewPDSClear_Real-IP_172.16.7.233 www.pdsclear.com.ph ];,null,null,[ http https ];,deny;
External_Access_Web_Server-Rule-10,false;,null,null,null,null,[ Marketpage_Real-IP_172.16.7.245 ];,null,null,[ http https ];,allow;
External_Access_Web_Server-Rule-11,false;,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,null,null,null,[ HTTPS-API-WEB-Real-IP_172.16.7.252 api.pds.com.ph ];,null,null,[ https ];,allow;
External_Access_Web_Server-Rule-12,false;,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,null,null,null,[ HTTPS-API-WEB-Real-IP_172.16.7.252 api.pds.com.ph ];,null,null,[ https ];,deny;
External_Access_Web_Server-Rule-13,true;,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,null,null,null,[ HTTPS-API-WEB-Real-IP_172.16.7.252 api.pds.com.ph ];,null,null,[ https ];,deny;
External_Access_Web_Server-Rule-14,false;,null,null,null,null,[ HTTPS-API-WEB-Real-IP_172.16.7.252 ];,null,null,[ https ];,allow;
External_Access_Web_Server-Rule-2,true;,null,null,[ Group_Incapsula_IP ];,null,[ NewPDSClear_Real-IP_172.16.7.233 www.pdsclear.com.ph ];,null,null,[ http https ];,deny;
External_Access_Web_Server-Rule-3,false;,null,null,[ Group_Incapsula_IP ];,null,[ NewPDSClear_Real-IP_172.16.7.233 www.pdsclear.com.ph ];,null,null,[ http https ];,allow;
External_Access_Web_Server-Rule-4,false;,null,null,null,null,[ NewPDSClear_Real-IP_172.16.7.233 ];,null,null,[ http https ];,allow;
External_Access_Web_Server-Rule-5,false;,null,null,[ Group_Incapsula_IP ];,null,[ www.pdswebsite.com.ph ];,null,null,[ http https ];,allow;
External_Access_Web_Server-Rule-6,false;,null,null,null,null,[ PDSwebsite_Real-IP_172.16.7.240 ];,null,null,[ http https icmp-requests ];,allow;
External_Access_Web_Server-Rule-7,false;,null,null,[ Group_Incapsula_IP ];,null,[ Marketpage_Real-IP_172.16.7.245 marketpage.pds.com.ph ];,null,null,[ https ];,allow;
External_Access_Web_Server-Rule-8,false;,null,null,[ Group_Incapsula_IP ];,null,[ Marketpage_Real-IP_172.16.7.245 marketpage.pds.com.ph ];,null,null,[ https ];,deny;
External_Access_Web_Server-Rule-9,true;,null,null,[ Group_Incapsula_IP ];,null,[ Marketpage_Real-IP_172.16.7.245 marketpage.pds.com.ph ];,null,null,[ https ];,deny;
External_Client_Access_to_MWT_Binet,true;,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,[ Incapsula_1 Incapsula_10 Incapsula_11 Incapsula_2 Incapsula_3 Incapsula_4 Incapsula_5 Incapsula_6 Incapsula_7 Incapsula_8 Incapsula_9 ];,null,null,[ binet.pdex.net.ph binet.pdex.net.ph_RealIP_192.168.168.20 ];,null,null,[ HTTPS icmp ];,allow;
External_Client_Access_to_Prod_Systems_Rule-10,false;,null,null,null,null,[ Prod_FI-Web_WarmBkup_172.16.7.26 ];,null,null,[ https ];,allow;
External_Client_Access_to_Prod_Systems_Rule-11,false;,null,null,[ Group_Incapsula_IP ];,null,[ PDSSettle_Real-IP_172.16.9.6 www.pdssettle.com.ph ];,null,null,[ http https ];,allow;
External_Client_Access_to_Prod_Systems_Rule-12,false;,null,null,[ Group_Incapsula_IP ];,null,[ PDSSettle_Real-IP_172.16.9.6 www.pdssettle.com.ph ];,null,null,[ http https ];,deny;
External_Client_Access_to_Prod_Systems_Rule-13,true;,null,null,[ Group_Incapsula_IP ];,null,[ PDSSettle_Real-IP_172.16.9.6 www.pdssettle.com.ph ];,null,null,[ http https ];,deny;
External_Client_Access_to_Prod_Systems_Rule-14,false;,null,null,null,null,[ PDSSettle_Real-IP_172.16.9.6 ];,null,null,[ http https icmp-requests traceroute ];,allow;
External_Client_Access_to_Prod_Systems_Rule-15,false;,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,null,null,null,[ FTP-PDSSettle-RealIP_172.16.9.8 ftp.pdssettle.com.ph ];,null,null,[ ssh ];,allow;
External_Client_Access_to_Prod_Systems_Rule-16,false;,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,null,null,null,[ FTP-PDSSettle-RealIP_172.16.9.8 ftp.pdssettle.com.ph ];,null,null,[ ssh ];,deny;
External_Client_Access_to_Prod_Systems_Rule-17,true;,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,null,null,null,[ FTP-PDSSettle-RealIP_172.16.9.8 ftp.pdssettle.com.ph ];,null,null,[ ssh ];,deny;
External_Client_Access_to_Prod_Systems_Rule-18,false;,null,null,null,null,[ FTP-PDSSettle-RealIP_172.16.9.8 ];,null,null,[ ssh ];,allow;
External_Client_Access_to_Prod_Systems_Rule-19,false;,null,null,[ Group_Incapsula_IP ];,null,[ CAAC-Real-IP_172.16.9.7 caacsvc.pds.com.ph ];,null,null,[ https ];,allow;
External_Client_Access_to_Prod_Systems_Rule-20,false;,null,null,[ Group_Incapsula_IP ];,null,[ CAAC-Real-IP_172.16.9.7 caacsvc.pds.com.ph ];,null,null,[ https ];,deny;
External_Client_Access_to_Prod_Systems_Rule-21,true;,null,null,[ Group_Incapsula_IP ];,null,[ CAAC-Real-IP_172.16.9.7 caacsvc.pds.com.ph ];,null,null,[ https ];,deny;
External_Client_Access_to_Prod_Systems_Rule-22,false;,null,null,null,null,[ CAAC-Real-IP_172.16.9.7 ];,null,null,[ http https ];,allow;
External_Client_Access_to_Prod_Systems_Rule-23,false;,null,null,null,null,[ newsftp.pdssettle.com.ph ];,null,null,[ ssh ];,allow;
External_Client_Access_to_Prod_Systems_Rule-24,false;,null,null,null,null,null,[ SFTP_LINUX_GROUP ];,null,[ ssh ];,allow;
External_Client_Access_to_Prod_Systems_Rule-8,false;,null,null,null,null,[ Prod_Web_172.16.7.19 ];,null,null,[ http https ];,allow;
External_Client_Access_to_Prod_Systems_Rule-9,false;,null,null,null,null,[ DR_Web_172.16.7.18 FI-PDTC_Website-Real-IP_172.16.7.2 ];,null,null,[ http https ];,allow;
External_Guest-Interface_NTP_Rule-1,false;,[ External_Guest ];,[ NG_Receptionist-PC_192.168.199.200 ];,null,[ Interface_NTP ];,[ NG-NTP_Server_172.16.48.2 ];,null,null,[ NTP ];,allow;
External_Guest-NG-CCTV-VLAN_Rule-1,false;,[ External_Guest ];,[ NG_Receptionist-PC_192.168.199.200 ];,null,[ NG-CCTV-VLAN ];,[ NG-CCTV-SERVER_172.16.1.2 ];,null,null,[ TCP_3454 ];,allow;
External_Guest-Windows_Server_Rule-1,false;,[ External_Guest ];,[ NG_Receptionist-PC_192.168.199.200 ];,null,[ Windows_Server ];,[ NG-DBPortal-SERVER-PROD_172.16.82.50 ];,null,null,[ MS-SQL ];,allow;
External_Guest-Windows_Server_Rule-2,false;,[ External_Guest ];,[ NG_Receptionist-PC_192.168.199.200 ];,null,[ Windows_Server ];,[ NG-Server-WSUS-AV-Server_172.16.82.14 ];,null,null,[ TCP_8014 ];,allow;
FI-BIOS_Production_Rule-1,false;,null,[ FI_BIOS_DB_172.32.1.128 MPDBP_172.16.2.122 ];,null,null,[ FI_BIOS_DB_172.32.1.128 MPDBP_172.16.2.122 ];,null,null,[ MySQL ];,allow;
FI-BIOS_Production_Rule-2,false;,null,[ FI_BIOS_DB_172.32.1.128 NAS2_172.16.0.211 ];,null,null,[ FI_BIOS_DB_172.32.1.128 NAS2_172.16.0.211 ];,null,null,[ microsoft-ds tcp_138 ];,allow;
FI_BIOS_DB_Replication_PROD_to_PROD_Rule-1,false;,null,[ FI_BIOS_DB_172.32.1.128 NG-DCC-TERMINAL-3_172.16.18.16 NG-DCC-TERMINAL-4_172.16.18.15 NG-PC-DCCTerminal_172.16.0.5 NG-PC-DCCTerminal_172.16.0.53 NG-PC-DCCTerminal_172.16.0.58 ];,null,null,[ FI_BIOS_DB_172.32.1.128 ];,null,null,[ MySQL ssh ];,allow;
FI_BIOS_DB_Replication_PROD_to_PROD_Rule-2,false;,null,[ DR_AIX_172.16.7.94 ];,null,null,[ Prod_FIReport_WarmBkup_172.16.7.27 ];,null,null,[ tcp_60022 ];,allow;
FORWARD_BONDS_INTERNET,false;,null,[ Market_Data_Engine_Server_172.16.7.236 Replica_Redis_192.168.168.125 ];,null,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,null,null,[ SENTINEL_ONE_URL YUM_PIP-INSTALLATION redhat sensor-cloud-tenable-com ];,[ HTTP HTTPS ];,allow;
FWaas_TEST,true;,null,[ FWaas-IP-POOL_10.100.30.0 ];,null,[ TEST-ENV-PORT ];,[ TEST-BANCSv6-Reps_192.168.168.2 TEST_Marketpage_WEB-192.168.168.116 ];,null,null,[ HTTP HTTPS ];,allow;
Forward_Bonds_Connectivity,false;,[ DMZ_2_PROD_WEB ];,[ eMSC_WEB_PROD_172.16.7.25 ];,null,[ DMZ_1_PROD_DATABASE ];,[ PROD_Forward_Bonds_DB_172.16.7.35 ];,null,null,[ SSH TCP_3306 ];,allow;
GENERAL_INTERNET_NG_SITE,false;,[ Guest-VIP NG-DATABASE-GRP NG-INFRA-NET NG-SERVICE-OPS NG_ADMIN_TEAM NG_ASM_TEAM NG_DEVELOPER_TEAM NG_NETWORK_TEAM Server_Group ];,null,null,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,null,null,null,null,allow;
GENERAL_INTERNET_NG_SITE_SVI,false;,[ Inside-Zone ];,[ Net_172.16.0.0 Net_172.16.12.0 ];,null,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,null,null,null,null,allow;
GFI_Rule-1,false;,null,null,null,null,[ GFISVR_172.16.12.16 ];,null,null,[ shell syslog ];,allow;
GITLAB_Rule-1,false;,null,[ FI_BIOS_DB_172.32.1.128 TTS_PROD_DB_172.32.1.127 TTS_PROD_WEB_172.16.9.7 TTS_PROD_WEB_BKP_172.16.9.9 ];,null,null,null,[ Gitlab-Servers ];,null,[ TCP_35084 TCP_8000 http ssh tcp_8080 ];,allow;
GREtoIncapsula-Inside_port11-Rule_1,true;,[ GREtoIncapsula ];,null,null,null,[ SFTP_PDSSETTLE-172.16.9.8 SFTP_TEST_NAT-107.154.50.155 ];,null,null,[ SSH ];,allow;
GREtoIncapsula-R_DMZ_port12-Rule_1,true;,[ GREtoIncapsula ];,null,null,[ R-DMZ ];,[ SFTP_PDSSETTLE-172.16.9.8 SFTP_TEST_NAT-107.154.50.155 ];,null,null,[ PING SSH ];,allow;
GREtoIncapsula-WAN1_port13-Rule_1,true;,[ GREtoIncapsula ];,null,null,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,[ SFTP_PDSSETTLE-172.16.9.8 SFTP_TEST_NAT-107.154.50.155 ];,null,null,[ SSH ];,allow;
GUEST_VIP_DENY,false;,[ Guest-VIP ];,null,null,null,[ Private-Subnet_10.0.0.0 Private-Subnet_172.16.0.0 Private-Subnet_192.168.0.0 ];,null,null,null,deny;
HRIS_to_HONO_CLOUD,false;,[ DMZ_2_PROD_WEB Windows_Server ];,[ HONO-DB-Server_172.16.82.32 NG-eSIP-Reports-App-PROD_172.16.7.20 ];,null,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone ];,null,null,[ HONO amazon-aws ];,[ HTTPS ];,allow;
HR_to_BIO,false;,null,[ Biometric-NG MKT-PC-CNatividad_172.16.3.75 MKT-PC-FSanPedro_172.16.3.67 MKT-PC-RPascua_172.16.3.66 NG-BIOMETRIC_192.168.167.227 NG-BIOMETRIC_192.168.167.228 NG-BIOMETRIC_192.168.167.229 NG-PC-CNATIVIDAD_192.168.60.60 ];,null,null,[ Biometric-NG HONO-DB-Server_172.16.82.32 NG-BIOMETRIC_192.168.167.227 NG-BIOMETRIC_192.168.167.228 NG-BIOMETRIC_192.168.167.229 ];,null,null,[ BIO-5010 HTTP TCP-5000 TCP_8080 ];,allow;
Honeypot_VLAN-APPS_WEB_BSP_Rule-1,true;,[ Honeypot_VLAN ];,[ NG-HoneyPot-Server01_172.31.50.5 ];,null,[ APPS_WEB_BSP ];,[ NG-RSA-Server_172.16.123.25 ];,null,null,[ RSA-ACS_PORT_TCP RSA-ACS_PORT_UDP ];,allow;
Honeypot_VLAN-Inside_Interface_port8_Rule-1,false;,[ Honeypot_VLAN ];,[ NG-HoneyPot-Server01_172.31.50.5 ];,null,null,[ VTR-Domino9_Server_172.16.92.60 ];,null,null,[ SMTP ];,allow;
Honeypot_VLAN-Server_MGMT_Rule-1,true;,[ Honeypot_VLAN ];,[ NG-HoneyPot-Server01_172.31.50.5 ];,null,[ Server_MGMT ];,[ NG-OrionWebApp-Server01_192.168.167.50 ];,null,null,[ backupexec_TCP-UDP10000 ];,allow;
Honeypot_VLAN-Windows_Server_Rule-1,false;,[ Honeypot_VLAN ];,[ NG-HoneyPot-Server01_172.31.50.5 ];,null,[ Windows_Server ];,[ QRADAR_IP1_172.16.82.200 ];,null,null,[ SYSLOG ];,allow;
Honeypot_VLAN-Windows_Server_Rule-2,false;,[ Honeypot_VLAN ];,[ NG-HoneyPot-Server01_172.31.50.5 ];,null,[ Windows_Server ];,[ NG-Domino9_Server_172.16.82.60 ];,null,null,[ SMTP ];,allow;
Honeypot_VLAN-sd-wan_Rule-1,false;,[ Honeypot_VLAN ];,[ NG-HoneyPot-Server01_172.31.50.5 ];,null,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,null,null,null,[ DNS HTTP HTTPS NTP PING ];,allow;
